1,"WAP (feat. Megan Thee Stallion)","Cardi B",40267123,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
2,"Laugh Now Cry Later (feat. Lil Durk)",Drake,33016564,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
3,"Savage Love (Laxed - Siren Beat)","Jawsh 685",30375182,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
4,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,28714069,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
5,"Watermelon Sugar","Harry Styles",27982035,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
6,"Blinding Lights","The Weeknd",27149149,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
7,"Roses - Imanbek Remix","SAINt JHN",20717741,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
8,"Breaking Me",Topic,19564874,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
9,"Smile (with The Weeknd)","Juice WRLD",18342045,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
10,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",17215322,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
11,"Come & Go (with Marshmello)","Juice WRLD",17098004,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
12,"Mood Swings (feat. Lil Tjay)","Pop Smoke",16782162,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
13,"Wishing Well","Juice WRLD",15509021,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
14,"Midnight Sky","Miley Cyrus",15469146,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
15,"Head & Heart (feat. MNEK)","Joel Corry",15457130,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
16,"Dance Monkey","Tones And I",15320907,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
17,"death bed (coffee for your head)",Powfu,15264704,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
18,Caramelo,Ozuna,14991443,https://open.spotify.com/track/3gD4J3RUHy4OUuZ3qAiaiG
19,"La Jeepeta - Remix","Nio Garcia",14975017,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
20,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",14789539,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
21,"Rain On Me (with Ariana Grande)","Lady Gaga",13685858,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
22,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",13670911,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
23,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,13599706,https://open.spotify.com/track/1pqnQ41XbfKjaFu6M0eGJp
24,"La Curiosidad","Jay Wheeler",13550198,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
25,"ily (i love you baby) (feat. Emilee)","Surf Mesa",13449886,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
26,"Ay, DiOs Mío!","KAROL G",13323966,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776
27,"Tattoo - Remix with Camilo","Rauw Alejandro",13252857,https://open.spotify.com/track/4ZRrLHqzhGRXYj2qcB4s5S
28,"Break My Heart","Dua Lipa",13088206,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
29,"Someone You Loved","Lewis Capaldi",13050996,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
30,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",12904478,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
31,Relación,Sech,12892998,https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ
32,MAMACITA,"Black Eyed Peas",12890499,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
33,Hawái,Maluma,12692989,https://open.spotify.com/track/4uoR6qeWeuL4Qeu2qJzkuG
34,"Don't Start Now","Dua Lipa",12374101,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
35,"GREECE (feat. Drake)","DJ Khaled",12372646,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
36,"Before You Go","Lewis Capaldi",12133431,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
37,"Mood (feat. iann dior)",24kGoldn,12040519,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
38,"Djadja (feat. Maluma) - Remix","Aya Nakamura",11972286,https://open.spotify.com/track/6AzKhCHOms83jvNVLsz0Bt
39,"Go Crazy","Chris Brown",11924061,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
40,"Blueberry Faygo","Lil Mosey",11877715,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
41,"my future","Billie Eilish",11848853,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C
42,cardigan,"Taylor Swift",11815662,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd
43,"Toosie Slide",Drake,11449642,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
