1,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,38114397,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,"Savage Love (Laxed - Siren Beat)","Jawsh 685",34310255,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
3,"Blinding Lights","The Weeknd",32065431,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
4,"Roses - Imanbek Remix","SAINt JHN",26839589,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
5,"Watermelon Sugar","Harry Styles",26154801,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
6,"How You Like That",BLACKPINK,21246346,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
7,"death bed (coffee for your head)",Powfu,20943981,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
8,"Rain On Me (with Ariana Grande)","Lady Gaga",20664494,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
9,"Breaking Me",Topic,19348054,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
10,"Toosie Slide",Drake,19131669,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
11,"Dance Monkey","Tones And I",19003735,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
12,"ily (i love you baby) (feat. Emilee)","Surf Mesa",18112805,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
13,"Party Girl",StaySolidRocky,17728539,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
14,"Don't Start Now","Dua Lipa",17648641,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
15,"Break My Heart","Dua Lipa",17259460,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
16,"Blueberry Faygo","Lil Mosey",16655073,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
17,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",16135711,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
18,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",15991876,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
19,"La Jeepeta - Remix","Nio Garcia",15746726,https://open.spotify.com/track/1mohfLaTJtB2RplHLQVM70
20,MAMACITA,"Black Eyed Peas",15370491,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
21,"Stuck with U (with Justin Bieber)","Ariana Grande",15002923,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
22,Supalonely,BENEE,14702655,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
23,"The Box","Roddy Ricch",14152060,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
24,"Someone You Loved","Lewis Capaldi",14025242,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
25,"TKN (feat. Travis Scott)",ROSALÍA,13839767,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
26,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",13542689,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
27,"THE SCOTTS","THE SCOTTS",13200042,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
28,Relación,Sech,13191836,https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ
29,"Intentions (feat. Quavo)","Justin Bieber",13052963,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
30,"Before You Go","Lewis Capaldi",12571764,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
31,"Say So","Doja Cat",12112328,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
32,"Sunday Best",Surfaces,11973037,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
33,"In Your Eyes","The Weeknd",11371897,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
34,GOOBA,6ix9ine,11260077,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
35,"Hasta Que Dios Diga","Anuel AA",11254470,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1
36,Circles,"Post Malone",11246879,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
37,Caramelo,Ozuna,11169365,https://open.spotify.com/track/3gD4J3RUHy4OUuZ3qAiaiG
38,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",11065948,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
39,Tusa,"KAROL G",11030473,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
40,Dior,"Pop Smoke",10897700,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
41,"Got It On Me","Pop Smoke",10606428,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1
42,"Kings & Queens","Ava Max",10514088,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
43,Falling,"Trevor Daniel",10513407,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
44,"Be Kind (with Halsey)",Marshmello,10494363,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
45,goosebumps,"Travis Scott",10441881,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
46,"Play Date","Melanie Martinez",10407540,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
47,Señorita,"Shawn Mendes",10390877,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
48,"Adore You","Harry Styles",10107897,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
49,Memories,"Maroon 5",9783144,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
50,Bläulich,"Apache 207",9748926,https://open.spotify.com/track/57tck8MCxkY6tcQC6VhahR
51,"Lose Somebody",Kygo,9557505,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
52,Safaera,"Bad Bunny",9240451,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
53,Gangstas,"Pop Smoke",9183170,https://open.spotify.com/track/1hg3RlqFZXJb5YgRoK9qmF
54,"HIGHEST IN THE ROOM","Travis Scott",9161918,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
55,"Yo Perreo Sola","Bad Bunny",9095162,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
56,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",9075657,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
57,"Wash Us In The Blood","Kanye West",9054489,https://open.spotify.com/track/7mEUjhl6aTztdHCrxoTgBG
58,"Aim For The Moon (feat. Quavo)","Pop Smoke",9011502,https://open.spotify.com/track/6O7fPYTsb2mY0PiFt2ymDB
59,"bad guy","Billie Eilish",8960724,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
60,"Life Is Good (feat. Drake)",Future,8741325,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
61,"SICKO MODE","Travis Scott",8707088,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
62,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",8496367,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
63,"44 BullDog","Pop Smoke",8443771,https://open.spotify.com/track/7sjFIZ1g5QLJLGja3k592K
64,"Make It Rain (feat. Rowdy Rebel)","Pop Smoke",8402816,https://open.spotify.com/track/71d7LaAgPcNcUopu3OzmP7
65,ROXANNE,"Arizona Zervas",8402787,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
66,"Go Crazy","Chris Brown",8339523,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
67,"La Curiosidad","Jay Wheeler",8316497,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
68,"WHATS POPPIN","Jack Harlow",8275432,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
69,"Ride It",Regard,8243645,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
70,"After Party","Don Toliver",8180243,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
71,"Banana (feat. Shaggy) - DJ FLe - Minisiren Remix",Conkarah,8116611,https://open.spotify.com/track/0dZpw3h6KZhcHec61qwevZ
72,"Chicago Freestyle (feat. Giveon)",Drake,8058650,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
73,Azul,"J Balvin",8054818,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
74,Rojo,"J Balvin",8036410,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
75,"Lucid Dreams","Juice WRLD",8022114,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
76,"We Paid (feat. 42 Dugg)","Lil Baby",7755754,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp
77,"Stunnin' (feat. Harm Franklin)","Curtis Waters",7739560,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx
78,"Mood Swings (feat. Lil Tjay)","Pop Smoke",7677519,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
79,"Something Special","Pop Smoke",7634780,https://open.spotify.com/track/5kkaSMcf4BFlhRRICCKZb6
80,Favorito,Camilo,7579772,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
81,Secrets,Regard,7565803,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
82,"everything i wanted","Billie Eilish",7447924,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
83,"Tak Tiki Tak","Harry Nach",7399369,https://open.spotify.com/track/6Hw21Z5CmEV78jrncFpMwz
