1,cardigan,"Taylor Swift",35783009,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd
2,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,33271598,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
3,"Savage Love (Laxed - Siren Beat)","Jawsh 685",32819332,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
4,"exile (feat. Bon Iver)","Taylor Swift",30941803,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y
5,"the 1","Taylor Swift",29021470,https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8
6,"Blinding Lights","The Weeknd",28946511,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
7,"Watermelon Sugar","Harry Styles",26158284,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
8,"the last great american dynasty","Taylor Swift",23514870,https://open.spotify.com/track/2Eeur20xVqfUoM3Q7EFPFt
9,"Roses - Imanbek Remix","SAINt JHN",23320345,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
10,"my tears ricochet","Taylor Swift",23053435,https://open.spotify.com/track/1MgV7FIyNxIG7WzMRJV5HC
11,august,"Taylor Swift",21018440,https://open.spotify.com/track/3hUxzQpSfdDqwM3ZTFQY0K
12,"Come & Go (with Marshmello)","Juice WRLD",20149813,https://open.spotify.com/track/7y7w4tl4MaRC2UMEj1mPtr
13,mirrorball,"Taylor Swift",19935454,https://open.spotify.com/track/0ZNU020wNYvgW84iljPkPP
14,"Breaking Me",Topic,19218301,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
15,seven,"Taylor Swift",19193607,https://open.spotify.com/track/6KJqZcs9XDgVck7Lg9QOTC
16,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",18329866,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
17,"invisible string","Taylor Swift",18127237,https://open.spotify.com/track/6VsvKPJ4xjVNKpI8VVZ3SV
18,"this is me trying","Taylor Swift",18120519,https://open.spotify.com/track/7kt9e9LFSpN1zQtYEl19o1
19,"Wishing Well","Juice WRLD",17904985,https://open.spotify.com/track/6o3QUC5oAE4g6WxRIFcZtb
20,"illicit affairs","Taylor Swift",17460860,https://open.spotify.com/track/2NmsngXHeC1GQ9wWrzhOMf
21,"death bed (coffee for your head)",Powfu,17287828,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
22,"Dance Monkey","Tones And I",16687895,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
23,"La Jeepeta - Remix","Nio Garcia",16329630,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
24,betty,"Taylor Swift",16308681,https://open.spotify.com/track/5kI4eCXXzyuIUXjQra0Cxi
25,"POPSTAR (feat. Drake)","DJ Khaled",16210906,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
26,"Rain On Me (with Ariana Grande)","Lady Gaga",16061747,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
27,"ily (i love you baby) (feat. Emilee)","Surf Mesa",15853018,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
